Year,CPU Designer,CPU Family,CPU Model,CPU,Processor Code Name,TDP,Transistors (mln),Die size mmˆ2,Processor Clock [MHz],Cores,FP32,GFLOPS(FP32)
,Intel,Pentium D,935,Intel Pentium D 935,Presler,95,376,162,3200,2,,
2012,Intel,Xeon,E5-1650,Intel Xeon E5-1650,Sandy Bridge EP,130,,,3200,6,,
2010,Intel,Pentium,E5800,Intel Pentium E5800,Wolfdale,65,228,82,3200,2,,
2010,Intel,Pentium,E6700,Intel Pentium E6700,Wolfdale,65,228,82,3200,2,,
,Intel,Core 2 Extreme,QX9770,Intel Core 2 Extreme QX9770,Yorkfield,136,820,214,3200,4,,
2008,Intel,Core 2 Quad Extreme,QX9770,Intel Core 2 Quad Extreme QX9770,Kentsfield,136,820,214,3200,4,,
,Intel,Core 2 Extreme,QX9775,Intel Core 2 Extreme QX9775,Yorkfield,150,820,214,3200,4,,
2012,Intel,Xeon,E5-1660,Intel Xeon E5-1660,Sandy Bridge EP,130,,,3300,6,,
2012,Intel,Xeon,E5-2643,Intel Xeon E5-2643,Sandy Bridge EP,130,,,3300,4,,
,Intel,Core i7 Extreme,i7-3960X,Intel Core i7 Extreme i7-3960X,Sandy Bridge-E,130,,,3300,6,,
2014,Intel,Core i7,i7-5820K,Intel Core i7 i7-5820K,Haswell E,140,,,3300,6,,
,Intel,Celeron D,355,Intel Celeron D 355,Prescott,84,125,112,3330,1,,
,Intel,Celeron D,356,Intel Celeron D 356,Cedar Mill,86,188,81,3330,1,,
,Intel,Pentium 4-M,548,Intel Pentium 4-M 548,Prescott,88,125,112,3330,1,,
,Intel,Xeon,7140N,Intel Xeon 7140N,Tulsa,150,1328,435,3330,2,,
2010,Intel,Pentium,E6800,Intel Pentium E6800,Wolfdale,65,228,82,3330,2,,
2008,Intel,Core 2 Duo,E8600,Intel Core 2 Duo E8600,Wolfdale,65,410,107,3330,2,,
2008,Intel,Xeon,X5470,Intel Xeon X5470,Harpertown,120,820,214,3330,4,,
,Intel,Pentium 4,550,Intel Pentium 4 550,Prescott,115,125,112,3400,1,,
,Intel,Pentium 4,550J,Intel Pentium 4 550J,Prescott,84,125,112,3400,1,,
,Intel,Pentium 4,650,Intel Pentium 4 650,Prescott,84,169,135,3400,1,,
,Intel,Pentium 4,651,Intel Pentium 4 651,Cedar Mill,,,,3400,1,,
2008,Intel,Xeon,X5492,Intel Xeon X5492,Harpertown,150,820,214,3400,4,,
,Intel,Celeron D,360,Intel Celeron D 360,Cedar Mill,65,188,81,3460,1,,
,Intel,Xeon,5070,Intel Xeon 5070,Dempsey,130,376,162,3460,2,,
,Intel,Pentium 4-M,552,Intel Pentium 4-M 552,Prescott,88,125,112,3460,1,,
,Intel,Pentium EE,955,Intel Pentium EE 955,Presler,,,,3466,2,,
,Intel,Xeon,7150N,Intel Xeon 7150N,Tulsa,150,1328,435,3500,2,,
2014,Intel,Core i7,i7-5930K,Intel Core i7 i7-5930K,Haswell E,140,,,3500,6,,
2008,Intel,Xeon,X5270,Intel Xeon X5270,Wolfdale,80,410,107,3500,2,,
,Intel,Celeron D,365,Intel Celeron D 365,Cedar Mill,65,188,81,3600,1,,
,Intel,Celeron D,365,Intel Celeron D 365,Cedarmill,65,188,81,3600,1,,
,Intel,Pentium 4,561,Intel Pentium 4 561,Prescott,115,125,112,3600,1,,
,Intel,Pentium 4,660,Intel Pentium 4 660,Prescott,115,169,135,3600,1,,
,Intel,Pentium 4,661,Intel Pentium 4 661,Cedar Mill,86,188,81,3600,1,,
,Intel,Pentium 4,662,Intel Pentium 4 662,Prescott,115,169,135,3600,1,,
2012,Intel,Xeon,E5-1620,Intel Xeon E5-1620,Sandy Bridge EP,130,,,3600,4,,
,Intel,Xeon,5080,Intel Xeon 5080,Dempsey,130,376,162,3730,2,,
,Intel,Pentium EE,965,Intel Pentium EE 965,Presler,,,,3733,2,,
,Intel,Xeon,3.80E,Intel Xeon 3.80E,Irwindale,110,169,135,3800,1,,
,Intel,Pentium 4,570,Intel Pentium 4 570,Prescott,115,125,112,3800,1,,
,Intel,Pentium 4,571,Intel Pentium 4 571,Prescott,115,125,112,3800,1,,
,Intel,Pentium 4,670,Intel Pentium 4 670,Prescott,115,169,135,3800,1,,
,Intel,Pentium 4,672,Intel Pentium 4 672,Prescott,115,169,135,3800,1,,
